日期,標題,網址,內容
"2013-09-02 12:25:30","陸企本季40億美元發債 喊卡",http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS4/8136734.shtml,"【中央社╱台北2日電】 2013.09.02 12:21 pm 在中國大陸總理李克強致力打擊過度借貸下，大陸企業延後或取消發債金額飆升近10倍，殖利率則攀抵2011年來最高水準。 根據中國貨幣網、中國債券信息網和上海清算所等網站公告的資訊，發債者本季推遲或取消發債金額達271億元人民幣（40億美元），是上年同期28億元人民幣近10倍。 中國大陸第2大電視製造商四川長虹電器公司上月推遲發債。10年期AAA級公司債殖利率8月28日飆漲至5.68%，創2011年以來最高。相較於全球公司債殖利率3.1%。 大陸總理李克強自6月以來緊縮貨幣供給，打擊影子銀行融資。 深圳第一創業證券債券分析師王浩宇指出，在流動性緊俏下，投資人要求較高的利率，造成發債者延後發債。中國人民銀行控制現金供應量，遏止地方政府猖獗的借貸。 根據彭博彙編的數據，大陸企業上月發債金額達2409億元人民幣，較7月的2900億元人民幣減少17%。 深圳中投證券債券分析師覃聖堯表示，發債喊卡金額可能更高，發債水準可能維持在低點。第4季前流動性可能不會紓解。投資人需求相當疲軟。 根據全國銀行間同業拆借中心，3個月期上海銀行間同業拆放利率自6月底以來平均為4.72%，相較於第2季的4.25%，和第1季的3.89%。3個月期上海銀行間同業拆放利率8月30日持平在4.66%。"
"2013-09-02 12:05:22",陸企本季40億美元發債喊卡,http://iservice.libertytimes.com.tw/liveNews/news.php?no=863257&type=%E8%B2%A1%E7%B6%93,"〔中央社〕在中國大陸總理李克強致力打擊過度借貸下，大陸企業延後或取消發債金額飆升近10倍，殖利率則攀抵2011年來最高水準。  \r   根據中國貨幣網、中國債券信息網和上海清算所等網站公告的資訊，發債者本季推遲或取消發債金額達271億元人民幣（40億美元），是上年同期28億元人民幣近10倍。  \r   中國大陸第2大電視製造商四川長虹電器公司上月推遲發債。10年期AAA級公司債殖利率8月28日飆漲至5.68%，創2011年以來最高。相較於全球公司債殖利率3.1%。  \r   大陸總理李克強自6月以來緊縮貨幣供給，打擊影子銀行融資。  \r   深圳第一創業證券債券分析師王浩宇指出，在流動性緊俏下，投資人要求較高的利率，造成發債者延後發債。中國人民銀行控制現金供應量，遏止地方政府猖獗的借貸。  \r   根據彭博彙編的數據，大陸企業上月發債金額達2409億元人民幣，較7月的2900億元人民幣減少17%。  \r   深圳中投證券債券分析師覃聖堯表示，發債喊卡金額可能更高，發債水準可能維持在低點。第4季前流動性可能不會紓解。投資人需求相當疲軟。  \r   根據全國銀行間同業拆借中心，3個月期上海銀行間同業拆放利率自6月底以來平均為4.72%，相較於第2季的4.25%，和第1季的3.89%。3個月期上海銀行間同業拆放利率8月30日持平在4.66%。"
"2013-09-02 12:05:28",陸企本季40億美元發債喊卡,http://www.cna.com.tw/News/aCN/201309020105-1.aspx,"（中央社台北2日電）在中國大陸總理李克強致力打擊過度借貸下，大陸企業延後或取消發債金額飆升近10倍，殖利率則攀抵2011年來最高水準。  根據中國貨幣網、中國債券信息網和上海清算所等網站公告的資訊，發債者本季推遲或取消發債金額達271億元人民幣（40億美元），是上年同期28億元人民幣近10倍。  中國大陸第2大電視製造商四川長虹電器公司上月推遲發債。10年期AAA級公司債殖利率8月28日飆漲至5.68%，創2011年以來最高。相較於全球公司債殖利率3.1%。  大陸總理李克強自6月以來緊縮貨幣供給，打擊影子銀行融資。  深圳第一創業證券債券分析師王浩宇指出，在流動性緊俏下，投資人要求較高的利率，造成發債者延後發債。中國人民銀行控制現金供應量，遏止地方政府猖獗的借貸。  根據彭博彙編的數據，大陸企業上月發債金額達2409億元人民幣，較7月的2900億元人民幣減少17%。  深圳中投證券債券分析師覃聖堯表示，發債喊卡金額可能更高，發債水準可能維持在低點。第4季前流動性可能不會紓解。投資人需求相當疲軟。  根據全國銀行間同業拆借中心，3個月期上海銀行間同業拆放利率自6月底以來平均為4.72%，相較於第2季的4.25%，和第1季的3.89%。3個月期上海銀行間同業拆放利率8月30日持平在4.66%。（譯者：中央社劉淑琴）1020902"
"2013-10-25 21:33:05",迎接萬聖節　豐原民眾「假鬼假怪」夜跑,http://www.appledaily.com.tw/realtimenews/article/life/20131025/281322/%E8%BF%8E%E6%8E%A5%E8%90%AC%E8%81%96%E7%AF%80%E3%80%80%E8%B1%90%E5%8E%9F%E6%B0%91%E7%9C%BE%E3%80%8C%E5%81%87%E9%AC%BC%E5%81%87%E6%80%AA%E3%80%8D%E5%A4%9C%E8%B7%91,"【蕭夙眉／台中報導】台中市豐原YA跑團、神岡YA跑團今晚都舉辦萬聖節夜跑活動，跑者造型千變萬化提前歡慶萬聖節。豐原YA夜跑團歡慶萬聖節活動在豐原體育場豋場，近百人共襄盛舉，臉書豐原YA夜跑團「小編」準備糖果給搗蛋的小朋友，小朋友跑完步滿頭大汗又領到糖果，開心得笑嘻嘻。  王浩宇（8歲）、王晨宇（7歲）兄弟打扮成虎克船長，邊跑邊流汗，還問一旁的媽媽說：「妝有沒有糊掉了？」林宗葆（8歲）打扮成南瓜先生，全身橘色的吸引眾人目光。徐翊瑄（9歲）裝成巫婆，她弟弟則打扮成惡魔。  不僅小朋友愛搗蛋，大人也搞怪，宋柏修裝扮成小學生，他的小孩直呼：「爸爸，你好奇怪喔！」羅曉雯打扮成烏龜，兩小孩扮成兔子，母女進行一場龜兔賽跑。他們說，因萬聖節用「搞鬼搞怪」造型慢跑，增添趣味性。 \r                 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20131025\/420_ddb2e68fc04d8a3fba50b4c513cfd2e5.jpg 豐原YA跑團今晚舉辦萬聖節夜跑活動，大人小朋友造型千變萬化。蕭夙眉攝 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20131025\/420_1249c45c7d7f4654e1a11014b4743ab3.jpg 南瓜先生跟著帶操者做軟身操。蕭夙眉攝 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20131025\/420_04dbe4e9d7f0edbe1697649d6cbf3668.jpg 恐龍先生慢跑去。蕭夙眉攝 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20131025\/420_6e058938714d3e17a0e8329462791978.jpg 豐原YA夜跑團舉辦萬聖節夜跑活動，小朋友打扮成超人及恐龍跑步。蕭夙眉攝 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20131025\/420_067abfd503d2727a580d656bc7c8ece5.jpg 開喜婆婆的面具也頗受歡迎。蕭夙眉攝 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20131025\/420_d0a599c80b29e4b81d4d21f3ba17e1bf.jpg 豐原YA跑團舉辦萬聖節夜跑活動，大人造型也搞怪。蕭夙眉攝 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20131025\/420_dc70a67c3677cae6429fc9016b36ea77.jpg 豐原YA跑團今晚舉辦萬聖節夜跑活動，大人小朋友造型千變萬化。蕭夙眉攝                 有話要說 投稿「即時論壇」   onlineopinions@appledaily.com.tw"
"2014-02-02 04:03:12","嘟嘟臉浩宇 喜氣洋洋拜年",http://www.appledaily.com.tw/appledaily/article/supplement/20140202/35615918/%E5%98%9F%E5%98%9F%E8%87%89%E6%B5%A9%E5%AE%87%E5%96%9C%E6%B0%A3%E6%B4%8B%E6%B4%8B%E6%8B%9C%E5%B9%B4,"http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_42bbba56407c48a8bae1255d39cbef9d_160x160.jpg 8個多月大的浩宇，圓嘟嘟的臉頰讓看到他的長輩都想捏一下，要不然就是偷親兩口，浩宇每被碰到臉蛋，就會可愛的皺起眉頭，浩宇爸爸說，平常在家浩宇最喜歡四處爬，一發現玩具就乖乖坐下來玩，有時會突然鬧脾氣，但只要拿出秘密武器糖果1顆，就又滿足的格格笑了起來。 報導╱黃子倫 攝影╱王文廷 http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_cf66c4c3762b271862d7bde12cabc701_160x160.jpg 【寶寶小檔案】綽號：王浩宇 \r 性別：男生\r 年齡：8個月大\r 興趣：吃糖果、玩玩具\r 星座：金牛座  http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_9a826fbe5a8024f1f023ff3e96a41aca_160x160.jpg http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_e488d33cd39a2d4c3cc21f153e17602b_160x160.jpg  http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_1f23e40f3e72e4bb5256ad1c514c4779_160x160.jpg http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_274d85fa01a43be14b2b67c4c56a4148_160x160.jpg 【好物推薦】 http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_31d10997069f077674d751c04fb6bb9d_160x160.jpg http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_dacc62621a6e156550c8fcf69c3a69e4_160x160.jpg http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_e69a34df669704a1d02e274b27308ffa_160x160.jpg http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_bfff2933a77bbc26ea04a0adc0734fce_160x160.jpg 【家長發問】Q：寶寶6個月就長牙，是不是較容易蛀牙？ http:\/\/twimg.edgesuite.net\/images\/thumbnail\/20140202\/35615918_c3238e3a216957fc9816cef607fb1c80_160x160.jpg A：寶寶約5~9個月會開始長第1顆牙，6個月長牙其實在合理範圍內，要預防寶寶蛀牙，應注意牙齒清潔，例如喝完奶用沾濕的紗布擦拭，或小牙線清除附著在牙齒上的殘垢，也可請教兒童牙醫師教導如何正確清潔。 更多文章，都在【蘋論陣線】  有話要說 投稿「即時論壇」   onlineopinions@appledaily.com.tw"
"2014-03-19 21:50:01","佔領國會》老闆關店休息 放員工到立院聲援",http://iservice.libertytimes.com.tw/liveNews/news.php?no=971266&type=%E6%94%BF%E6%B2%BB,"〔記者李容萍／桃園報導〕臉書「我是中壢人」團長王浩宇等人響應「反服貿」，他位於桃園縣中壢市中北路二段的兩家店面，今天上午、下午先後暫停營業，他表示可以一天不營業，但不能一天沒民主，用行動表達對於國民黨違反程序正義處理服貿協議的不滿，聲援攻佔立法院的學生。   　王浩宇經營的兩家店都位於中壢市中北路二段，相隔兩條街，生活用品店今天上午就沒有開門營業，咖啡店在下午一點也提早打烊，貼上「立法院見，可以一天沒有咖啡，不能一天沒有民主」、「可以暫停營業，台灣不能沒有民主」的暫停營業公告。   　25歲的王浩宇是臉書「我是中壢人」團長之一，他說，從昨天晚上開始，有多位年輕團長和成員已經北上，跟著反服貿協議的學生進入立法院，今天為了鼓勵店員跟進，特別放員工半天至一天的假，鼓勵員工到立法院聲援抗議學生。   　咖啡店女員工王毓婷誇讚說，老闆很棒，她表示曾到中國工作，同樣的職務，中國幹部薪水最高只有新台幣一萬五千元，萬一服貿協議包裹通過，中國人將大舉來台搶工作，雇主為了節省勞務成本，台灣年輕人未來找工作絕對受到衝擊。   　王浩宇今天下午手持「今天的菲律賓，明天的台灣？」看板，在中壢市延平路、環北路和元化路口進行街頭演講，呼籲民眾響應反服貿行動，許多路人都比出「讚」的大姆指或送上飲料表達支持，還有人大罵「馬英九下台」。   更多相關新聞請見【抗議服貿黑箱 學生佔領國會】專區"
"2014-03-20 19:29:11",我是中壢人號召靜坐反服貿,http://udn.com/NEWS/BREAKINGNEWS/BREAKINGNEWS1/8560825.shtml,"【聯合報╱記者呂筱蟬╱即時報導】 2014.03.20 07:21 pm 臉書社團「我是中壢人」今晚號召網友在中壢夜市前靜坐，聲援立院反服貿，截至目前為止約20人在場聲援。「我是中壢人」團長王浩宇表示，服貿涉及層面大，尤其影響青少年出社會後很難找工作，所以要用行動支持，晚上8點還有約20人要北上到立院力挺。  http:\/\/uc.udn.com.tw\/NEWS\/MEDIA\/8560825-3374195.jpg?sn=13953143322591 臉書「我是中壢人」社團，今晚號召網友在中壢夜市前靜坐，聲援立院反服貿學生。記者呂筱蟬／攝影   http:\/\/uc.udn.com.tw\/NEWS\/MEDIA\/8560825-3374195.jpg?sn=13953143322591"
"2014-03-20 19:38:20",反服貿　中壢人靜坐聲援,http://www.appledaily.com.tw/realtimenews/article/politics/20140320/363815/%E5%8F%8D%E6%9C%8D%E8%B2%BF%E3%80%80%E4%B8%AD%E5%A3%A2%E4%BA%BA%E9%9D%9C%E5%9D%90%E8%81%B2%E6%8F%B4,"台北學生佔立院抗服貿協議，桃園地區也有人聲援，「我是中壢人」粉絲團在臉書上發起支持活動，晚間10多人在中壢市光明里集會所前靜坐反服貿。   發起人王浩宇表示，今天來的有學生有上班族，大家明天都要上班或上課無法上台北，所以在中壢以行動表達。在網路上有香港的年輕人與他聯繫說，香港就是因為簽了服貿，工資降低、工作不好找，要台灣堅持下去絕不能簽。(吳詠平／桃園報導)  想看更多現場直擊鏡頭，請快進蘋果關鍵現場粉絲團    \r                 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20140320\/420_dcf0c66776c717a3afcbb2e93475bfb4.jpg  \r                  \r                 【蘋論陣線】：最新評論及獨立媒體每日總覽  有話要說 投稿「即時論壇」   onlineopinions@appledaily.com.tw"
"2014-03-23 14:44:13",【我在現場】2014.3.18我感謝這些學生,http://www.appledaily.com.tw/realtimenews/article/politics/20140323/365387/%E3%80%90%E6%88%91%E5%9C%A8%E7%8F%BE%E5%A0%B4%E3%80%912014.3.18%E6%88%91%E6%84%9F%E8%AC%9D%E9%80%99%E4%BA%9B%E5%AD%B8%E7%94%9F,"這絕對是值得記錄和反省的時刻，讓大家同一陣線站在一起。  從我有記憶時，我就知道我是台灣人，這是父母親及長輩們給我的教育，而這是絕對正確的國家意識。當大家還在學母語的年齡，我同時需要學習中文、英語，我質疑為何其他小朋友就不用，老媽只說:「因為你是台灣人，所以中文聽說讀寫都要懂。」，回頭看這樣的堅持，我非常感謝。因為制度我有美國籍，因為教育我知道該回台灣，回來打拼、期許自己貢獻社會。  身為七年級生的我，幸運的並沒親身經歷學運和爭取總統、民代直選過程的種種艱辛，相信很多人視台灣民主為裡所當然、不痛不癢，我們可以不參與所有歷程，但不能忘記過去無數人的犧牲。你是台灣人嗎?你認為台灣是一個國家嗎? 我想有越來越多人跟我一樣可以堅定的說出YES!！而我們目前的政府呢？  國際政治複雜，需要妥協靠各國手腕角力，真正該維護的利益是什麼? 是國家最大的利益，而國家的利益應基於全民利益，並以其為優先。台灣人民不再是專制獨裁下的無知，而政府面對許多議題時卻仍刻意迴避、取巧。  80％以上的人民不了解服貿，只有9％支持度的總統，如何對得起70％以上當初支持他的民眾？及所有的老百姓？？走上街頭甚至不惜衝突是過去追求民主的方式，因為那年代的氛圍，唯有如此才能讓驕傲的政府聽到百姓的聲音。  3.18這些學生，何嘗不是因為服貿內容、審議方式和對未來台灣影響而拼了衝了？當有些人批判這些學生如此野蠻，何不想想民主倒退，可悲到讓學生需要用最原始的方式爭取執政黨傾聽真實民意! 學生們沒有資源，只有對民主和台灣未來的單純堅持，請別懦弱的用媒體，用見不得光的奧步，刻意抹黑他們成為暴民，這個政府才是最跋扈的施暴者！  我感謝這些學生，他們沒有錢，不為利益，卻有滿滿的熱誠想法，這才是台灣民主進步的希望。  王浩宇  反服貿激起數萬名學生到立院參與抗議活動 《蘋果》即時開放平台刊登你的心聲 你的看法、感觸或是你在現場看到的人事物 個人或班級自拍都可以寄到《蘋果》 mail寄 news@appledaily.com.tw 或App給我們，蘋果WhatsApp專線0971012555 \r                                  \r                  \r                 【蘋論陣線】：最新評論及獨立媒體每日總覽  有話要說 投稿「即時論壇」   onlineopinions@appledaily.com.tw"
"2014-04-06 14:41:18","【我是中壢人】惡劣! 遭中天汙衊女是乳癌病友",http://www.appledaily.com.tw/realtimenews/article/facebook/20140406/374015/%E3%80%90%E6%88%91%E6%98%AF%E4%B8%AD%E5%A3%A2%E4%BA%BA%E3%80%91%E6%83%A1%E5%8A%A3!%E9%81%AD%E4%B8%AD%E5%A4%A9%E6%B1%99%E8%A1%8A%E5%A5%B3%E6%98%AF%E4%B9%B3%E7%99%8C%E7%97%85%E5%8F%8B,"http:\/\/imgorg.appledaily.com.tw\/appledaily\/images\/pen_icon.png 本訊息由我是中壢人粉絲團提供  中天《新聞龍捲風》節目昨天討論太陽花學運時，以「襯衫開到這邊來了」、「這是漂亮寶貝甜心」、「領口超低，引人遐想」形容一名聲援女子，引發網友抨擊。  今天網友進一怖指出，遭中天羞辱的女子劉喬安其實是一名乳癌病友，抗癌成功的她，這次是專程來聲援學生的。 她本人昨晚也在臉書上表達不滿，表示自己扣子已經扣到最上面了，裡面也有穿背心，不知道哪裡引人遐想? 29歲的她純粹是來力挺這群孩子。  照片PO上網後，中壢人團友紛紛表達不滿，我是中壢人團長王浩宇表示，中天新聞為了攻擊學運，在乳癌病友的傷口上灑鹽、汙衊，真的是非常無恥，呼籲中壢人一起拒看中天新聞抵制。  《新聞龍捲風》則發出聲明回應，名嘴形容完全符合事實，並未使用任何不堪汙辱字眼，整段內容，非關情色，更非物化，應無不妥。  我是中壢人:  https:\/\/www.facebook.com\/iChungLi \r                 http:\/\/twimg.edgesuite.net\/images\/ReNews\/20140406\/420_19911b53e31afd71569803a0937d6200.jpg  \r                  \r                 【臉團】：臉書熱門粉絲團最新動態大集合  【蘋論陣線】：最新評論及獨立媒體每日總覽  有話要說 投稿「即時論壇」   onlineopinions@appledaily.com.tw"
